../instances/kp_100_1.in,-1,,41752,41700,3.196e-06,,41700,0.0152078,,
../instances/kp_100_2.in,-1,,38441,38367,1.912e-06,,38400,0.00977727,,
../instances/kp_1000_1.in,-1,,396700,396644,5.682e-06,,396688,0.0326484,,
../instances/kp_1000_2.in,-1,,407935,407930,4.233e-06,,407933,0.0326933,,
../instances/kp_10000_1.in,-1,,4092641,4092640,3.994e-05,,4092641,0.0299132,,
../instances/kp_10000_1_0.1.in,-1,,1296681,1296663,2.2124e-05,,1296678,0.0111371,,
../instances/kp_10000_1_0.01.in,-1,,417235,417210,1.653e-05,,417231,0.00279955,,
../instances/kp_10000_1_0.02.in,-1,,585034,584993,1.7197e-05,,585031,0.00455958,,
../instances/kp_10000_1_0.03.in,-1,,714797,714764,1.783e-05,,714788,0.00543105,,
../instances/kp_10000_1_0.04.in,-1,,823225,823196,1.8376e-05,,823225,0.0062061,,
../instances/kp_10000_1_0.05.in,-1,,919171,919134,1.9303e-05,,919169,0.00725961,,
../instances/kp_10000_2.in,-1,,4085793,4085773,3.701e-05,,4085792,0.0287969,,
../instances/kp_100000_1.in,-1,,40686861,40686621,0.000373545,,40686622,0.0294672,,
../instances/kp_100000_2.in,-1,,40542693,40542538,0.00038176,,40542543,0.0284799,,
../instances/kp_1000_1.in,100,,43680,43503,1.095e-06,,43649,0.000496301,,
../instances/kp_1000_2.in,100,,50950,50930,4.58e-07,,50930,0.000343437,,
../instances/kp_10000_1.in,100,,45306,45285,7.48e-07,,45285,3.9795e-05,,
../instances/kp_10000_1_0.1.in,100,,12509,12372,5.06e-07,,12500,1.3238e-05,,
../instances/kp_10000_1_0.01.in,100,,1771,1771,3.17e-07,,1771,5.122e-06,,
../instances/kp_10000_1_0.02.in,100,,4057,4057,4.11e-07,,4057,5.816e-06,,
../instances/kp_10000_1_0.03.in,100,,5534,5534,2.8e-07,,5534,6.619e-06,,
../instances/kp_10000_1_0.04.in,100,,6880,6874,3.51e-07,,6874,7.4e-06,,
../instances/kp_10000_1_0.05.in,100,,8087,8003,4.8e-07,,8003,8.151e-06,,
../instances/kp_10000_2.in,100,,49773,49631,5.57e-07,,49738,4.8568e-05,,
../instances/kp_100000_1.in,100,,45608,45608,7.79e-07,,45608,1.6168e-05,,
../instances/kp_100000_2.in,100,,45530,45528,7.95e-07,,45528,1.4772e-05,,
../instances/kp_10000_1.in,1000,,471135,471120,4.574e-06,,471126,0.00310442,,
../instances/kp_10000_1_0.1.in,1000,,150519,150508,2.472e-06,,150509,0.000815982,,
../instances/kp_10000_1_0.01.in,1000,,46609,46487,2.448e-06,,46562,6.8344e-05,,
../instances/kp_10000_1_0.02.in,1000,,68104,68070,1.864e-06,,68101,0.000134161,,
../instances/kp_10000_1_0.03.in,1000,,83874,83874,1.941e-06,,83874,0.000190735,,
../instances/kp_10000_1_0.04.in,1000,,96750,96750,2.312e-06,,96750,0.000228322,,
../instances/kp_10000_1_0.05.in,1000,,107977,107937,2.173e-06,,107976,0.000265071,,
../instances/kp_10000_2.in,1000,,474616,474609,4.059e-06,,474612,0.00366627,,
../instances/kp_100000_1.in,1000,,469129,469126,4.38e-06,,469128,0.000203148,,
../instances/kp_100000_2.in,1000,,477630,477624,4.709e-06,,477628,0.000202191,,
